Index,Object,Intent,Session,GraspType,GraspTypeIndex,Rank,Error,PoseIndex,HandConfiguration,Image
911,mouse,handoff,12,Medium Wrap,2,1,-0.169877,992,"0,-0.969132,0.155026,0.191702,0.009157,0.232704,0.318345,0.91897,-0.0387585,0.0814372,0.935213,-0.344594,0.0276954,0.13804,1.48553,0.629506,1.21545",screenshots/mouse_12_handoff.png
912,mouse,handoff,13,Power Sphere,4,1,-0.23491000000000001,156,"0,-0.142421,-0.989248,-0.0332058,0.0343131,-0.210436,0.0630429,-0.975573,0.0373164,0.967178,-0.131954,-0.217152,0.0124392,1.3036,1.58958,1.52427,1.35178",screenshots/mouse_13_handoff.png
913,mouse,handoff,14,Precision,6,1,0.13431799999999999,837,"0,-0.957395,-0.0892805,-0.274631,-0.0102005,-0.0574396,-0.873131,0.484089,-0.0204579,-0.283009,0.479239,0.830803,-0.04977,0.0756638,1.34761,1.27547,1.32056",screenshots/mouse_14_handoff.png
914,mouse,handoff,15,Medium Wrap,2,1,0.073673000000000002,2368,"0,-0.9537,-0.0521696,-0.296198,0.0339054,-0.29028,0.417339,0.861142,-0.0497398,0.0786893,0.907252,-0.41316,0.0239928,0.0596004,1.13289,1.38702,1.37913",screenshots/mouse_15_handoff.png
915,mouse,handoff,16,Power Sphere,4,1,0.080248,3194,"0,-0.202485,-0.971235,0.125308,0.0122537,-0.0271975,-0.122332,-0.992116,0.0378372,0.978907,-0.204297,-0.00164479,-0.0173666,1.73514,1.30392,0.441097,1.56418",screenshots/mouse_16_handoff.png
916,mouse,handoff,17,Power Sphere,4,1,-0.053509000000000001,188,"0,-0.251153,-0.897469,0.362588,0.00978016,-0.517542,-0.192044,-0.833828,0.0524933,0.817969,-0.397073,-0.416246,0.00656003,1.38596,1.34735,0.522686,1.30324",screenshots/mouse_17_handoff.png
917,mouse,handoff,18,Precision,6,1,0.099211999999999995,1553,"0,0.602324,-0.430364,-0.672303,0.0707838,0.139543,0.886019,-0.442151,0.0100316,0.785959,0.172503,0.593726,-0.0281286,0.115983,1.27244,0.716217,1.34507",screenshots/mouse_18_handoff.png
918,mouse,handoff,19,Power Sphere,4,1,-0.20006299999999999,780,"0,0.203834,0.966374,0.156754,-0.0230443,0.276482,-0.210421,0.9377,-0.0290322,0.939153,-0.147796,-0.310076,0.0399817,1.4575,1.65801,0.838848,1.54559",screenshots/mouse_19_handoff.png
955,mouse,use,6,Precision,6,1,0.109151,837,"0,-0.976084,-0.0923133,-0.196819,-0.00334198,-0.0249788,-0.851741,0.523368,-0.027494,-0.215953,0.515767,0.829065,-0.0445547,0.0474785,1.32092,1.31616,1.26088",screenshots/mouse_6_use.png
956,mouse,use,7,Power Sphere,4,1,0.023521,620,"0,0.0814708,0.360604,-0.929154,0.051037,0.646509,0.690393,0.324629,-0.0499012,0.758544,-0.627154,-0.176887,0.0206068,0.877838,1.05864,0.583608,1.24769",screenshots/mouse_7_use.png
957,mouse,use,8,Power Sphere,4,1,-0.107305,3080,"0,-0.140913,0.989772,0.0222593,0.00142628,0.0037403,0.0230156,-0.999728,0.0335134,-0.990014,-0.140792,-0.00694522,0.0279679,1.53279,1.58506,1.27198,1.31991",screenshots/mouse_8_use.png
958,mouse,use,9,Precision,6,2,0.118282,640,"1,-0.977585,-0.0090084,-0.210346,-0.00616846,-0.125214,-0.778314,0.615263,-0.0258905,-0.169258,0.627811,0.759741,-0.0463419,0.0615069,1.31294,1.2078,1.34099",screenshots/mouse_9_use.png
959,mouse,use,10,Medium Wrap,2,7,0.10614,2612,"6,0.988291,-0.0420657,-0.146668,0.0517143,-0.143417,-0.584223,-0.798821,0.0400027,-0.052084,0.810502,-0.583416,0.0318562,0.0362536,1.53641,1.16314,1.26317",screenshots/mouse_10_use.png
960,mouse,use,11,Power Sphere,4,11,0.10212,990,"10,0.215462,-0.972001,0.0937581,0.026481,0.463321,0.186275,0.866391,-0.0421477,-0.859599,-0.143234,0.490485,0.00470147,1.47987,1.51617,1.53055,1.50719",screenshots/mouse_11_use.png
961,mouse,use,12,Medium Wrap,2,1,-0.063888,1673,"0,-0.0292958,0.928716,-0.36963,0.0494677,0.540044,0.325878,0.775987,-0.0211066,0.841127,-0.176883,-0.511095,0.0393251,0.15149,1.71353,0.691182,0.544685",screenshots/mouse_12_use.png
962,mouse,use,13,Medium Wrap,2,1,0.017512,2926,"0,0.215291,0.448137,-0.867654,0.0654189,0.971392,-0.189463,0.143175,0.00136128,-0.100226,-0.873657,-0.476107,0.0249016,0.0331022,1.35517,1.21528,0.956674",screenshots/mouse_13_use.png
963,mouse,use,14,Power Sphere,4,1,0.115082,2932,"0,0.0966633,-0.00461143,-0.995306,0.0680419,-0.18317,-0.982992,-0.0132349,0.0154991,-0.978317,0.18359,-0.0958639,0.0308658,0.123147,0.897586,1.74372,1.17219",screenshots/mouse_14_use.png
964,mouse,use,15,Precision,6,1,-0.13655,976,"0,0.941462,-0.162411,-0.295418,0.0550779,0.329545,0.258659,0.908017,-0.0464014,-0.0710598,-0.952217,0.297039,-0.036672,0,1.14857,1.27149,0.997402",screenshots/mouse_15_use.png
965,mouse,use,16,Power Sphere,4,2,0.083055000000000004,2940,"1,-0.285641,-0.282547,-0.915738,0.0672484,-0.952615,-0.020554,0.303485,-0.0038343,-0.104571,0.959033,-0.263287,0.00793102,0.112386,0.98261,1.41145,1.24683",screenshots/mouse_16_use.png
966,mouse,use,17,Medium Wrap,2,1,0.00017799999999999999,1812,"0,0.913658,-0.305123,0.268566,-0.00108925,0.00396689,-0.653983,-0.756499,0.0392519,0.406462,0.692247,-0.596307,0.0270369,0.0036348,1.43372,1.0339,1.53117",screenshots/mouse_17_use.png
967,mouse,use,18,Power Sphere,4,1,0.038608999999999997,156,"0,-0.509221,-0.854231,0.104806,0.0133199,-0.22688,0.0157707,-0.973795,0.0350616,0.830192,-0.519655,-0.201838,0.0223373,1.47161,1.64767,0.409359,1.38337",screenshots/mouse_18_use.png
968,mouse,use,19,Power Sphere,4,1,-0.050345000000000001,3192,"0,0.0862619,-0.962907,0.255671,0.0244592,0.149064,-0.241264,-0.958943,0.0306706,0.985058,0.120832,0.122723,-0.0252292,1.71399,1.41223,0.521747,1.56224",screenshots/mouse_19_use.png
1005,mug,handoff,6,Large Wrap,1,1,-0.079648999999999998,2117,"0,0.00432163,0.196114,0.980572,-0.0660058,0.0238998,-0.980321,0.195958,-0.0145181,0.999705,0.0225886,-0.00892372,0.0588296,0,1.01792,1.19641,1.10561",screenshots/mug_6_handoff.png
1006,mug,handoff,7,Power Sphere,4,1,-0.050379,2053,"0,-0.0100935,0.936309,0.351032,-0.0248676,-0.0502091,-0.351082,0.934997,-0.0496373,0.998687,-0.00818756,0.0505548,0.0576428,1.57298,1.65487,0.447056,0.838357",screenshots/mug_7_handoff.png
1007,mug,handoff,8,Large Wrap,1,1,-0.041500000000000002,2080,"0,0.0815217,-0.0933287,0.992292,-0.107202,-0.0073339,-0.995636,-0.0930405,0.0403754,0.996644,0.000307541,-0.0818504,0.0787398,0.029936,0.820941,0.728215,1.26666",screenshots/mug_8_handoff.png
1008,mug,handoff,9,Power Sphere,4,1,-0.043320999999999998,2052,"0,-0.084027,0.959513,0.26884,-0.0359414,0.0585517,-0.264573,0.962586,-0.0472896,0.994742,0.0966241,-0.03395,0.0537943,1.53692,1.3346,0,1.24512",screenshots/mug_9_handoff.png
1009,mug,handoff,10,Power Sphere,4,1,-0.12171,1840,"0,-0.00740865,-0.774513,0.632514,-0.0469117,-0.595492,0.511561,0.619431,-0.0378757,-0.803327,-0.372068,-0.465007,0.0951559,1.25155,0.954074,1.34359,1.20893",screenshots/mug_10_handoff.png
1010,mug,handoff,11,Large Wrap,1,1,-0.065793000000000004,2132,"0,-0.154764,-0.315423,0.936245,-0.060665,0.00568317,0.947364,0.320108,-0.0343454,-0.987935,0.0548621,-0.144825,0.0706141,0,0.910932,1.40464,1.14209",screenshots/mug_11_handoff.png
1011,mug,handoff,12,Power Sphere,4,1,-0.032585999999999997,288,"0,0.0419699,0.834341,0.549649,-0.0556452,0.238081,-0.542638,0.805519,-0.0325929,0.970339,0.0970532,-0.221415,0.0769452,1.73026,1.28883,0.493371,0.933359",screenshots/mug_12_handoff.png
1012,mug,handoff,13,Large Wrap,1,1,-0.054938000000000001,2116,"0,-0.03462,0.284298,0.958111,-0.0659991,0.0995179,-0.95294,0.286359,-0.0137513,0.994433,0.105263,0.00469812,0.0709823,0.270258,0.678089,1.2823,1.22416",screenshots/mug_13_handoff.png
1013,mug,handoff,14,Power Sphere,4,1,0.13921800000000001,28,"0,0.829308,0.193285,0.5243,-0.0548341,0.558192,-0.330054,-0.76124,0.0544751,0.025911,0.923962,-0.381606,0.0734936,0.232785,0.863586,0.729399,0.997276",screenshots/mug_14_handoff.png
1014,mug,handoff,15,Precision Sphere,5,1,-0.153424,1141,"0,0.984368,0.110508,-0.137139,-0.0256361,0.140307,-0.962698,0.231359,0.000647407,-0.106456,-0.246984,-0.963154,0.144207,1.1802,0.871565,0.318707,1.00926",screenshots/mug_15_handoff.png
1015,mug,handoff,16,Precision,6,2,-0.078561000000000006,758,"1,0.458362,0.637581,-0.619189,0.0351895,0.652707,-0.714336,-0.252381,0.0624464,-0.603222,-0.288467,-0.743578,0.151365,0,0.767445,0.826262,1.12934",screenshots/mug_16_handoff.png
1016,mug,handoff,17,Large Wrap,1,1,-0.203953,1152,"0,0.0290582,-0.31809,0.947615,-0.0650192,0.0337543,-0.947163,-0.318974,0.0237764,0.999008,0.0412548,-0.0167858,0.041657,0.0950836,1.11901,0.854885,0.75829",screenshots/mug_17_handoff.png
1017,mug,handoff,18,Large Wrap,1,1,0.0069499999999999996,1597,"0,0.980393,0.147899,0.130209,-0.0310544,0.195142,-0.637017,-0.745741,0.0612994,-0.0273493,0.756529,-0.653389,0.0893754,0.14515,0.760931,0.6617,0.686588",screenshots/mug_18_handoff.png
1018,mug,handoff,19,Precision,6,1,-0.252886,2149,"0,-0.287828,0.187073,-0.939232,0.146145,0.0308278,0.982037,0.186152,-0.023674,0.957186,0.0246253,-0.288425,0.0907481,0.0206978,1.45298,1.26383,1.47967",screenshots/mug_19_handoff.png
1056,mug,use,7,Power Sphere,4,1,-0.021218999999999998,1814,"0,0.12881,0.991152,-0.0320046,-0.0465798,0.194927,-0.0569502,-0.979163,0.0507901,-0.972323,0.119888,-0.200538,0.0675044,1.1125,1.01357,1.66288,1.4318",screenshots/mug_7_use.png
1057,mug,use,8,Large Wrap,1,1,-0.19637099999999999,754,"0,0.460231,0.718605,-0.521338,0.0130857,0.784829,-0.603817,-0.139455,0.00619556,-0.415006,-0.34498,-0.841878,0.132881,0,0.826435,0.981594,0.633715",screenshots/mug_8_use.png
1058,mug,use,9,Precision Sphere,5,1,-0.15412999999999999,1141,"0,0.985827,0.138386,-0.0948239,-0.0300247,0.159006,-0.950985,0.265223,-0.00576192,-0.0534731,-0.276541,-0.959513,0.148849,1.20407,0.882678,0.292338,0.997403",screenshots/mug_9_use.png
1059,mug,use,10,Large Wrap,1,1,-0.14665800000000001,3096,"0,-0.167856,-0.484715,-0.858414,0.044429,-0.981853,0.160158,0.101559,0.0103948,0.0882546,0.859883,-0.502803,0.107558,0,0.752313,0.894091,0.568352",screenshots/mug_10_use.png
1060,mug,use,11,Power Sphere,4,1,-0.156004,1188,"0,-0.163472,-0.133633,-0.977456,0.0531596,0.210616,0.963214,-0.16691,-0.00985619,0.963804,-0.233152,-0.129314,0.072466,1.60959,1.53118,0.784887,1.11983",screenshots/mug_11_use.png
1061,mug,use,12,Precision Sphere,5,1,-0.16320399999999999,1132,"0,0.029285,0.964301,-0.263183,-0.00722313,0.981931,0.0214936,0.188015,-0.0534078,0.18696,-0.263933,-0.946248,0.147124,0.181729,0.699636,1.19506,0.897144",screenshots/mug_12_use.png
1062,mug,use,13,Power Sphere,4,3,-0.113812,1531,"2,-0.942473,-0.322515,-0.0879166,-0.0104536,-0.334277,0.910727,0.24256,-0.0418672,0.00183886,0.257994,-0.966144,0.130276,1.55025,1.01421,1.18638,1.13168",screenshots/mug_13_use.png
1063,mug,use,14,Large Wrap,1,1,0.126666,100,"0,-0.190984,0.00278185,0.981589,-0.0735828,-0.0411814,-0.999138,-0.00518079,-0.00116413,0.980729,-0.0414125,0.190934,0.0911053,0.0907124,1.19627,1.11274,1.10498",screenshots/mug_14_use.png
1064,mug,use,15,Power Sphere,4,1,-0.067917000000000005,888,"0,-0.628634,-0.220337,-0.745835,0.0451818,-0.777701,0.178795,0.602672,-0.0155517,0.000560611,0.958897,-0.283754,0.0462432,1.2702,1.16714,0.349643,0.956446",screenshots/mug_15_use.png
1065,mug,use,16,Precision,6,3,-0.106265,1904,"2,0.45186,0.500814,-0.738247,0.0597903,-0.00877063,-0.825014,-0.565044,0.0976648,-0.892046,0.261795,-0.368398,0.0789371,0,1.08787,0.715493,1.34818",screenshots/mug_16_use.png
1066,mug,use,17,Power Sphere,4,5,-0.21127899999999999,1208,"4,-0.181841,-0.46731,-0.865191,0.0536044,-0.982671,0.118508,0.142524,-0.0216612,0.0359286,0.876115,-0.480762,0.0725016,0.793358,0.946484,1.32975,1.10957",screenshots/mug_17_use.png
1067,mug,use,18,Power Sphere,4,1,-0.20438000000000001,1188,"0,-0.285306,-0.0232838,-0.958153,0.0566603,0.241758,0.96563,-0.095453,-0.0138405,0.927444,-0.258875,-0.269871,0.0724685,1.61546,1.53967,0.843753,1.21451",screenshots/mug_18_use.png
1068,mug,use,19,Precision Sphere,5,1,-0.18328800000000001,1132,"0,0.0587898,0.970046,-0.235699,-0.0117692,0.977758,-0.00833718,0.209568,-0.0519372,0.201326,-0.242778,-0.948961,0.143608,0.175277,0.671028,1.17619,0.943385",screenshots/mug_19_use.png
1105,pan,handoff,6,Power Sphere,4,1,-0.16767499999999999,1210,"0,0.305802,0.82681,0.47209,-0.0942478,0.143132,-0.530131,0.835747,-0.0684577,0.941275,-0.188002,-0.280458,-0.00185253,0.192067,0.459619,1.94992,0.442657",screenshots/pan_6_handoff.png
1106,pan,handoff,7,Power Sphere,4,1,0.14798,2028,"0,0.891856,0.0153244,0.45206,-0.0891506,0.354155,-0.645354,-0.676825,0.0572801,0.281367,0.76373,-0.58099,0.0496063,1.68652,0.968196,0.197869,1.06563",screenshots/pan_7_handoff.png
1107,pan,handoff,8,Small Wrap,3,10,-0.18409500000000001,886,"9,0.0420475,0.962484,0.268061,0.102349,0.093179,-0.270906,0.958085,-0.0302463,0.994761,-0.0153074,-0.101075,0.0540616,0,2.51327,2.18784,2.43506",screenshots/pan_8_handoff.png
1108,pan,handoff,9,Small Wrap,3,2,0.113343,2720,"1,-0.132791,0.982426,-0.131169,0.0934721,0.0271282,0.135893,0.990351,-0.00903278,0.990773,0.127951,-0.0446967,0.0453235,0,2.51327,2.15344,2.54463",screenshots/pan_9_handoff.png
1109,pan,handoff,10,Power Sphere,4,1,0.18700600000000001,99,"0,0.292283,-0.344266,0.892217,-0.123482,-0.849641,0.334746,0.407498,-0.0669231,-0.438954,-0.877169,-0.194662,0.0380607,0.536632,1.3852,0.854707,1.6016",screenshots/pan_10_handoff.png
1110,pan,handoff,11,Power Sphere,4,1,-0.010426,2977,"0,-0.149341,0.595822,-0.789109,0.0819678,-0.962274,-0.271139,-0.0226124,-0.0012796,-0.227431,0.755962,0.613837,0.0272013,1.5637,1.52518,2.48551,0.620107",screenshots/pan_11_handoff.png
1111,pan,handoff,12,Small Wrap,3,2,-0.21274100000000001,872,"1,0.0686122,-0.99666,0.0442856,0.114461,-0.800632,-0.0285246,0.598476,-0.0129296,-0.595214,-0.0765192,-0.799916,0.0226331,3.14159,2.51327,2.13537,2.43032",screenshots/pan_12_handoff.png
1112,pan,handoff,13,Small Wrap,3,7,-0.19647100000000001,886,"6,0.0514688,0.939979,0.337327,0.110241,0.0539874,-0.3399,0.938911,-0.0351811,0.997214,-0.0301132,-0.0682412,0.057473,0,2.51327,2.18784,2.40883",screenshots/pan_13_handoff.png
1113,pan,handoff,14,Large Wrap,1,1,0.11547,590,"0,-0.149154,-0.621329,0.769223,-0.109943,0.216024,0.738657,0.638528,-0.0562335,-0.964928,0.26141,0.0240484,0.0320762,0.20749,0.741839,0.945232,0.90661",screenshots/pan_14_handoff.png
1114,pan,handoff,15,Small Wrap,3,1,-0.14966299999999999,872,"0,0.201716,-0.967714,-0.151129,0.103772,-0.732713,-0.251488,0.632365,-0.0136542,-0.649956,-0.0168242,-0.759786,0.031279,3.14159,2.51327,2.13537,2.57697",screenshots/pan_15_handoff.png
1115,pan,handoff,16,Precision,6,1,0.19156000000000001,163,"0,0.074661,-0.112114,-0.990886,0.109684,-0.992874,-0.100908,-0.0633936,0.0360734,-0.0928811,0.988558,-0.118849,0.0456154,0.153182,1.60742,0.543285,1.25399",screenshots/pan_16_handoff.png
1116,pan,handoff,17,Small Wrap,3,2,-0.23495099999999999,2052,"1,0.0085445,0.860532,0.509325,0.00779577,0.348046,0.474936,-0.80827,-0.0718483,-0.937438,0.184175,-0.295446,0.0488877,0,2.17325,2.2203,2.39564",screenshots/pan_17_handoff.png
1117,pan,handoff,18,Large Wrap,1,1,0.17713899999999999,332,"0,-0.0603577,-0.764371,0.641946,-0.107519,0.219411,0.61723,0.75557,-0.0599347,-0.973763,0.186454,0.130457,0.0205766,0.116869,0.838923,1.30843,0.67815",screenshots/pan_18_handoff.png
1118,pan,handoff,19,Small Wrap,3,6,-0.17411399999999999,886,"5,0.0567131,0.961116,0.270259,0.107703,0.0902187,-0.274521,0.957339,-0.0315224,0.994306,-0.0299113,-0.102279,0.0551892,0,2.51327,2.18784,2.44328",screenshots/pan_19_handoff.png
1155,pan,use,6,Small Wrap,3,1,-0.225942,2720,"0,-0.124842,0.986546,-0.105548,0.101618,-0.0252255,0.10319,0.994342,-0.00932011,0.991855,0.126798,0.0120035,0.0505379,0,2.51327,2.15344,2.48395",screenshots/pan_6_use.png
1156,pan,use,7,Small Wrap,3,1,-0.22919999999999999,2720,"0,-0.134458,0.9863,-0.0955731,0.101529,-0.0255445,0.0929669,0.995341,-0.00942817,0.99059,0.136273,0.0126943,0.0504184,0,2.51327,2.15344,2.4859",screenshots/pan_7_use.png
1157,pan,use,8,Small Wrap,3,4,-0.13567299999999999,887,"3,-0.110045,0.93266,0.343566,0.102435,0.136636,-0.328188,0.934678,-0.0281092,0.98449,0.149801,-0.0913197,0.0522643,0,2.51327,2.18784,2.44379",screenshots/pan_8_use.png
1158,pan,use,9,Small Wrap,3,1,-0.063687999999999995,1500,"0,0.556331,-0.326867,0.763972,0.0519455,-0.187774,-0.945055,-0.267605,0.0195594,0.809466,0.00542225,-0.587141,0.0492437,0.0856802,1.76691,1.19631,2.83585",screenshots/pan_9_use.png
1159,pan,use,10,Small Wrap,3,14,-0.101594,2722,"13,-0.0575913,0.99831,0.00773391,0.0949833,-0.164345,-0.0171214,0.986254,-0.036532,0.98472,0.0555286,0.165053,0.0456532,0,2.51327,2.15344,2.38913",screenshots/pan_10_use.png
1160,pan,use,11,Small Wrap,3,5,-0.16553499999999999,873,"4,0.225249,-0.974173,0.0157773,0.106532,-0.625517,-0.132179,0.768932,-0.0334586,-0.746988,-0.18307,-0.639136,0.0421526,3.14159,2.51327,2.13537,2.44245",screenshots/pan_11_use.png
1161,pan,use,12,Small Wrap,3,6,-0.197076,886,"5,0.0391535,0.941087,0.335892,0.11076,0.0527487,-0.337628,0.939801,-0.0352062,0.99784,-0.0190786,-0.0628605,0.0564396,0,2.51327,2.18784,2.40484",screenshots/pan_12_use.png
1162,pan,use,13,Small Wrap,3,7,-0.18613499999999999,873,"6,0.168108,-0.982483,0.0804188,0.110263,-0.620919,-0.0421733,0.78274,-0.0351028,-0.765637,-0.181518,-0.617131,0.0430489,3.14159,2.51327,2.13537,2.43882",screenshots/pan_13_use.png
1163,pan,use,14,Large Wrap,1,1,0.099651000000000003,1810,"0,0.00176888,0.109193,0.994019,-0.132326,0.228257,0.967735,-0.106712,-0.000130932,-0.973599,0.227081,-0.0232124,0.0368314,0.192558,0.731444,1.49693,0.81873",screenshots/pan_14_use.png
1164,pan,use,15,Small Wrap,3,22,0.123435,872,"21,0.147418,-0.987214,-0.0606457,0.110003,-0.787544,-0.154254,0.59664,-0.0133982,-0.598366,-0.0401943,-0.800214,0.0223831,3.14159,2.51327,2.13537,2.5693",screenshots/pan_15_use.png
1165,pan,use,16,Small Wrap,3,11,0.16647700000000001,873,"10,0.207337,-0.975441,0.0743342,0.108144,-0.619316,-0.0720604,0.781828,-0.0356898,-0.757271,-0.208138,-0.619047,0.0418118,3.14159,2.51327,2.13537,2.43861",screenshots/pan_16_use.png
1166,pan,use,17,Small Wrap,3,8,-0.16898099999999999,872,"7,0.196956,-0.980259,0.0173283,0.108043,-0.566964,-0.0994607,0.817716,-0.0313093,-0.79985,-0.170878,-0.575361,0.0367567,3.14159,2.51327,2.13537,2.47833",screenshots/pan_17_use.png
1167,pan,use,18,Small Wrap,3,4,-0.16792000000000001,886,"3,0.0495506,0.971148,0.233273,0.105771,0.0904067,-0.236963,0.967303,-0.0296432,0.994672,-0.026841,-0.09954,0.0561055,0,2.51327,2.18784,2.45996",screenshots/pan_18_use.png
1168,pan,use,19,Small Wrap,3,4,-0.13725200000000001,2720,"3,-0.131847,0.986566,-0.0964632,0.0971547,-0.00503723,0.0966447,0.995306,-0.00866463,0.991257,0.131714,-0.00777269,0.0456612,0,2.51327,2.15344,2.54",screenshots/pan_19_use.png
1205,scissors,handoff,6,Small Wrap,3,1,-0.18246499999999999,1945,"0,0.0824384,0.469671,-0.878984,0.0312338,-0.156859,-0.864878,-0.476845,-0.0620325,-0.984174,0.177187,0.00237294,-0.000712913,0,2.51327,2.2261,2.47802",screenshots/scissors_6_handoff.png
1206,scissors,handoff,7,Small Wrap,3,1,-0.077252000000000001,661,"0,0.334222,-0.94219,-0.0239663,-0.00961124,0.873859,0.319308,-0.366623,-0.0135748,0.353081,0.101591,0.930061,-0.0333803,3.11497,2.07717,1.90066,1.89695",screenshots/scissors_7_handoff.png
1207,scissors,handoff,8,Medium Wrap,2,1,-0.25816800000000001,1204,"0,-0.476647,0.472235,-0.741486,0.038681,0.871615,0.144072,-0.468542,0.0395677,-0.114434,-0.869619,-0.480278,0.0183183,0,1.37139,1.46489,1.1307",screenshots/scissors_8_handoff.png
1208,scissors,handoff,9,Precision,6,1,0.010989000000000001,1435,"0,-0.463744,-0.218536,-0.858593,0.0764603,-0.16526,-0.930756,0.326164,-0.01747,-0.870419,0.293148,0.395518,-0.0173344,0.0248292,1.15669,0.902246,1.12239",screenshots/scissors_9_handoff.png
1209,scissors,handoff,10,Small Wrap,3,1,-0.21328,1948,"0,0.49207,-0.128729,-0.860985,0.0110789,-0.21066,-0.977221,0.0257114,-0.0560386,-0.844683,0.168724,-0.50798,-0.0199643,0,2.51327,2.14144,2.30911",screenshots/scissors_10_handoff.png
1210,scissors,handoff,11,Precision Sphere,5,6,-0.21251500000000001,180,"5,-0.979384,0.0239561,-0.200578,0.020132,0.200267,-0.0147615,-0.97963,0.138819,-0.026429,-0.999604,0.00965968,-0.0274442,0.544207,1.28112,1.39941,1.16607",screenshots/scissors_11_handoff.png
1211,scissors,handoff,12,Small Wrap,3,1,-0.27174599999999999,1948,"0,0.53131,-0.128087,-0.837439,0.012571,-0.225489,-0.974227,0.00594837,-0.06091,-0.816618,0.185673,-0.546499,-0.0211006,0,2.51327,2.14144,2.30935",screenshots/scissors_12_handoff.png
1212,scissors,handoff,13,Small Wrap,3,1,-0.259633,808,"0,0.732532,0.105435,0.672517,0.0236355,-0.0914372,0.994219,-0.056274,-0.0608172,-0.674563,-0.0202705,0.737939,-0.00731165,3.14159,2.51327,2.20396,2.38186",screenshots/scissors_13_handoff.png
1213,scissors,handoff,14,Medium Wrap,2,1,0.029715999999999999,2025,"0,-0.0457937,0.028976,0.998531,-0.0422383,0.190487,0.98149,-0.0197456,0.0287071,-0.980621,0.189303,-0.0504657,0.0318446,0.261816,1.30844,0.806033,1.59498",screenshots/scissors_14_handoff.png
1214,scissors,handoff,15,Small Wrap,3,1,-0.164267,152,"0,0.987223,-0.0770755,-0.13946,-0.0165397,-0.0829511,-0.995873,-0.036813,0.074208,-0.136048,0.0479112,-0.989543,0.0103522,3.14159,2.3882,1.66667,2.11556",screenshots/scissors_15_handoff.png
1215,scissors,handoff,16,Small Wrap,3,1,-0.083471000000000004,3068,"0,0.998111,0.0305441,0.0532968,0.0246813,0.0299,-0.99947,0.0128444,0.0462643,0.053661,-0.0112266,-0.998496,0.00659258,3.14159,2.43777,1.87657,2.39719",screenshots/scissors_16_handoff.png
1216,scissors,handoff,17,Small Wrap,3,1,-0.23146600000000001,1948,"0,0.494378,-0.17559,-0.851328,0.0108108,-0.283105,-0.958511,0.0332941,-0.0507236,-0.821853,0.224556,-0.523577,-0.018889,0,2.51327,2.14144,2.36486",screenshots/scissors_17_handoff.png
1217,scissors,handoff,18,Small Wrap,3,5,0.46918599999999999,982,"4,-0.000817522,-0.974016,0.226475,-0.00199841,0.910705,-0.0942717,-0.402154,0.0599914,0.413055,0.205923,0.887119,-0.0146404,3.01364,2.49505,2.14039,2.2949",screenshots/scissors_18_handoff.png
1218,scissors,handoff,19,Small Wrap,3,2,-0.12862799999999999,1258,"1,0.751453,0.413608,0.514049,-0.00893851,-0.144809,0.863508,-0.483099,-0.0375058,-0.643699,0.288587,0.70878,-0.0211681,3.14159,2.51327,2.49866,2.20285",screenshots/scissors_19_handoff.png
1255,scissors,use,6,Precision,6,1,-0.12734799999999999,2083,"0,0.423349,0.658937,-0.621753,0.0538253,-0.809337,-0.0333314,-0.586398,0.0722757,-0.407124,0.75146,0.519191,-0.0557386,0.062009,1.24137,1.4258,1.20894",screenshots/scissors_6_use.png
1256,scissors,use,7,Precision,6,5,0.055125,2775,"4,-0.0908759,0.91123,-0.401747,0.0118178,0.987346,0.135084,0.0830549,0.0216736,0.129952,-0.389117,-0.911976,0.106134,0.0703804,1.24904,1.4621,1.33532",screenshots/scissors_7_use.png
1257,scissors,use,8,Small Wrap,3,1,-0.188892,2584,"0,0.97398,0.00742237,-0.226511,-0.0319912,0.00902785,-0.99994,0.00605338,0.0489234,-0.226453,-0.00794095,-0.973989,0.0145488,2.95287,2.1018,2.51327,2.02733",screenshots/scissors_8_use.png
1258,scissors,use,9,Small Wrap,3,1,-0.151729,2584,"0,0.97084,-0.168158,-0.170857,-0.0224292,-0.163,-0.98565,0.0438857,0.0518461,-0.175785,-0.0147562,-0.984318,0.0113294,2.88294,2.12582,2.51327,2.08304",screenshots/scissors_9_use.png
1259,scissors,use,10,Small Wrap,3,15,-0.167436,3164,"14,0.967498,0.118722,0.223275,0.0232558,0.145015,-0.983815,-0.105254,0.0530126,0.207165,0.134211,-0.969056,0.00933747,3.13999,2.18944,1.87673,2.08785",screenshots/scissors_10_use.png
1260,scissors,use,11,Small Wrap,3,1,-0.18810499999999999,2584,"0,0.973648,-0.149686,-0.172055,-0.0265839,-0.143255,-0.988457,0.0492798,0.0553332,-0.177445,-0.0233336,-0.983854,0.0121076,2.88839,2.12768,2.51327,2.16797",screenshots/scissors_11_use.png
1261,scissors,use,12,Small Wrap,3,1,-0.153587,3068,"0,0.989962,0.115677,0.0811966,0.024977,0.112262,-0.992639,0.0454495,0.0525394,0.0858566,-0.0358782,-0.995661,0.00822493,3.14159,2.46949,1.93938,2.20783",screenshots/scissors_12_use.png
1262,scissors,use,13,Small Wrap,3,1,-0.095846000000000001,2492,"0,0.964768,0.14339,0.220592,0.0266195,0.171241,-0.97876,-0.112711,0.054014,0.199745,0.146514,-0.968832,0.0078717,3.14159,2.44545,2.18942,2.22727",screenshots/scissors_13_use.png
